sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
49.911;4210;;60s;Yes;No;2;0.72600;0.81522;0.02917;0.04184;1.54121;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@242;Caduceus@243;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;Domain8_util2.xml;Domain8_util1.xml
44.433;11613;;60s;Yes;No;2;0.73475;0.84304;0.00000;0.02342;1.57779;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@246;ParsCat@247;0.8430372511568242;0.7347546610621399;0.8430372511568242;0.7347546610621399;0.8430372511568242;0.7347546610621399;Domain8_util2.xml;Domain8_util1.xml
59.968;16391;;60s;Yes;No;2;0.44311;0.91085;0.04729;0.42712;1.35396;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@250;YXAgent@251;0.44310848182966445;0.9108548151346372;0.44310848182966445;0.9108548151346372;0.44310848182966445;0.9108548151346372;Domain8_util2.xml;Domain8_util1.xml
48.748;672;;60s;Yes;No;2;0.76252;0.78472;0.02098;0.05744;1.54724;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@254;ParsAgent@255;0.7847162081442536;0.7625202293630369;0.7847162081442536;0.7625202293630369;0.7847162081442536;0.7625202293630369;Domain8_util2.xml;Domain8_util1.xml
59.663;13473;;60s;Yes;No;2;0.74813;0.80726;0.00000;0.10594;1.55539;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@258;Atlas3@259;0.7481284136321217;0.8072637542662101;0.7481284136321217;0.8072637542662101;0.7481284136321217;0.8072637542662101;Domain8_util2.xml;Domain8_util1.xml
59.946;13254;;60s;Yes;No;2;0.55133;0.95424;0.00000;0.35062;1.50557;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@262;RandomDance@263;0.5513317328038181;0.9542364294928202;0.5513317328038181;0.9542364294928202;0.5513317328038181;0.9542364294928202;Domain8_util2.xml;Domain8_util1.xml
49.912;4092;;60s;Yes;No;2;0.72600;0.81522;0.02917;0.04184;1.54121;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@266;Caduceus@267;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;Domain8_util2.xml;Domain8_util1.xml
44.412;11656;;60s;Yes;No;2;0.73475;0.84304;0.00000;0.02342;1.57779;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@270;ParsCat@271;0.8430372511568242;0.7347546610621399;0.8430372511568242;0.7347546610621399;0.8430372511568242;0.7347546610621399;Domain8_util2.xml;Domain8_util1.xml
59.949;16617;;60s;Yes;No;2;0.47343;0.93054;0.02637;0.40689;1.40397;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@272;YXAgent@273;0.4734285973859213;0.9305372346087954;0.4734285973859213;0.9305372346087954;0.4734285973859213;0.9305372346087954;Domain8_util2.xml;Domain8_util1.xml
49.465;658;;60s;Yes;No;2;0.72600;0.81522;0.02917;0.04184;1.54121;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering4-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@276;ParsAgent@277;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;0.815218603272352;0.7259953738443206;Domain8_util2.xml;Domain8_util1.xml
