sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
58.370;21448;;60s;Yes;No;2;0.75427;0.80422;0.00000;0.09909;1.55849;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@0;KLH@1;0.8042174264533444;0.7542693435837929;0.8042174264533444;0.7542693435837929;0.8042174264533444;0.0;Domain8_util1.xml;Domain8_util2.xml
48.896;14636;;60s;Yes;No;2;0.68074;0.88377;0.00000;0.20441;1.56451;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@2;Agent_K2@3;0.8837703807799824;0.680742486450413;0.8837703807799824;0.680742486450413;0.8837703807799824;0.0;Domain8_util1.xml;Domain8_util2.xml
58.334;20234;;60s;Yes;No;2;0.75776;0.78442;0.02568;0.05758;1.54218;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@4;BRAMAgent@5;0.7577584754549196;0.7844204706027752;0.7577584754549196;0.7844204706027752;0.7577584754549196;0.0;Domain8_util1.xml;Domain8_util2.xml
54.327;6583;;60s;Yes;No;2;0.71733;0.83903;0.00000;0.14860;1.55636;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@6;IAMhaggler2011@7;0.8390268558768091;0.7173302809625449;0.8390268558768091;0.7173302809625449;0.8390268558768091;0.0;Domain8_util1.xml;Domain8_util2.xml
59.878;21152;;60s;Yes;No;2;0.75915;0.80135;0.02098;0.04066;1.56050;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@8;Gahboninho@9;0.7591512290809761;0.8013514658881408;0.7591512290809761;0.8013514658881408;0.7591512290809761;0.0;Domain8_util1.xml;Domain8_util2.xml
58.227;22509;;60s;Yes;No;2;0.76476;0.80389;0.00000;0.08976;1.56866;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@10;KLH@11;0.8038947539841493;0.7647636713760089;0.8038947539841493;0.7647636713760089;0.8038947539841493;0.0;Domain8_util1.xml;Domain8_util2.xml
49.024;13156;;60s;Yes;No;2;0.68074;0.88377;0.00000;0.20441;1.56451;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@12;Agent_K2@13;0.8837703807799824;0.680742486450413;0.8837703807799824;0.680742486450413;0.8837703807799824;0.0;Domain8_util1.xml;Domain8_util2.xml
58.335;17869;;60s;Yes;No;2;0.73611;0.75123;0.05601;0.10611;1.48734;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@14;BRAMAgent@15;0.7512268192740638;0.7361131295314662;0.7512268192740638;0.7361131295314662;0.7512268192740638;0.0;Domain8_util1.xml;Domain8_util2.xml
56.622;7152;;60s;Yes;No;2;0.71733;0.83903;0.00000;0.14860;1.55636;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@16;IAMhaggler2011@17;0.8390268558768091;0.7173302809625449;0.8390268558768091;0.7173302809625449;0.8390268558768091;0.0;Domain8_util1.xml;Domain8_util2.xml
59.879;19367;;60s;Yes;No;2;0.75915;0.80135;0.02098;0.04066;1.56050;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@18;Gahboninho@19;0.7591512290809761;0.8013514658881408;0.7591512290809761;0.8013514658881408;0.7591512290809761;0.0;Domain8_util1.xml;Domain8_util2.xml
