sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;Profile 1;Profile 2
60.000;12101;;60s;No;No;1;0.00000;0.00000;0.90527;0.93335;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@132;Caduceus@133;0.0;0.0;0.0;0.0;0.0;0.0;Domain4_util1.xml;Domain4_util2.xml
60.000;11878;;60s;No;No;1;0.00000;0.00000;0.90527;0.93335;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@134;ParsCat@135;0.0;0.0;0.0;0.0;0.0;0.0;Domain4_util1.xml;Domain4_util2.xml
59.967;18596;;60s;Yes;No;2;0.34090;0.94173;0.00000;0.37989;1.28263;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@136;YXAgent@137;0.34090388849821945;0.9417262446452497;0.34090388849821945;0.9417262446452497;0.34090388849821945;0.9417262446452497;Domain4_util1.xml;Domain4_util2.xml
59.967;12821;;60s;Yes;No;2;0.27707;0.94173;0.06204;0.42999;1.21880;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@138;ParsAgent@139;0.2770725449695277;0.9417262446452497;0.2770725449695277;0.9417262446452497;0.2770725449695277;0.9417262446452497;Domain4_util1.xml;Domain4_util2.xml
59.943;15287;;60s;Yes;No;2;0.60707;0.67155;0.00000;0.09561;1.27862;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@140;Atlas3@141;0.6715461797129141;0.6070742993698592;0.6715461797129141;0.6070742993698592;0.6715461797129141;0.6070742993698592;Domain4_util1.xml;Domain4_util2.xml
59.955;10829;;60s;Yes;No;2;0.58765;0.65027;0.02881;0.10654;1.23792;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@144;RandomDance@145;0.6502690652033501;0.5876497142516092;0.6502690652033501;0.5876497142516092;0.6502690652033501;0.5876497142516092;Domain4_util1.xml;Domain4_util2.xml
49.832;10836;;60s;Yes;No;2;0.30741;0.95745;0.04345;0.50686;1.26485;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@148;Caduceus@149;0.9574457709808722;0.30740540468199534;0.9574457709808722;0.30740540468199534;0.9574457709808722;0.30740540468199534;Domain4_util1.xml;Domain4_util2.xml
58.213;11859;;60s;Yes;No;2;0.60707;0.67155;0.00000;0.09561;1.27862;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@152;ParsCat@153;0.6715461797129141;0.6070742993698592;0.6715461797129141;0.6070742993698592;0.6715461797129141;0.6070742993698592;Domain4_util1.xml;Domain4_util2.xml
60.000;14136;;60s;No;No;1;0.00000;0.00000;0.90527;0.93335;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@156;YXAgent@157;0.0;0.0;0.0;0.0;0.0;0.0;Domain4_util1.xml;Domain4_util2.xml
60.000;10208;;60s;No;No;1;0.00000;0.00000;0.90527;0.93335;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Acceptance1_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@160;ParsAgent@161;0.0;0.0;0.0;0.0;0.0;0.0;Domain4_util1.xml;Domain4_util2.xml
